,label,tweet_text
298,not_related_or_irrelevant, deadlinederek Inside Staples store. napa quake 
299,not_related_or_irrelevant, UTsandiego Most California photo ever? Maybe. Napa quake images here 
300,other_useful_information, heyyouapp Ã¢â¢Â¦ 
301,infrastructure_and_utilities_damage," NapaRegister City of Napa has red-tagged 33 buildings due to earthquake damage. Added to do-not-occupy list Senior Center, Trancas SÃ¢â¬Â¦"
302,infrastructure_and_utilities_damage, ronlin Even buildings with seismic retrofits damaged in Napa earthquake cmaiduc laura_nelson  
303,other_useful_information,"Quake M 2.3 - 6km S of Yountville, California"
304,other_useful_information,Aftershocks jar northern California - Aftershocks from the northern California earthquake rumbled through the Bay ... 
305,other_useful_information," WayfarerWine Our Pahlmeyer winery team reports no damage in the winery and thankfully aside from ""reorganized"" homes, everyone is safÃ¢â¬Â¦"
306,not_related_or_irrelevant, vickydnguyen Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from nbcbayarea photog Jeremy Carroll 
307,infrastructure_and_utilities_damage, kcranews Trending Downtown Napa takes brunt of damage from earthquake 
308,infrastructure_and_utilities_damage,California starts quake clean-up California is assessing the damage after a powerful earthquake struck the he... 
309,not_related_or_irrelevant, vickydnguyen Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from nbcbayarea photog Jeremy Carroll 
310,other_useful_information,USAHeadlines Northern California Quake No Way to Know When Next One Will Hit 
311,other_useful_information, vickydnguyen Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from nbcbayarea photog Jeremy Carroll 
312,caution_and_advice," ByRaShad That wasnt an earthquake, that was BeyoncÃÂ©.  ajc State of emergency declared after California earthquake "
313,not_related_or_irrelevant,US USNews California earthquake environmentalists California Environmentalists Decry Wildfire Plan 
314,infrastructure_and_utilities_damage,[AP TOP
315,other_useful_information,business  biz Northern California rocked by magnitude 6.0 earthquake A magnitude 6.0 earthquake hit Norther... 
316,other_useful_information,The Napa earthquake woke this many Jawbone Up wearers 
317,other_useful_information,Powerful Earthquake Rattles Northern California 
318,caution_and_advice, nicoleewayne Ã¢â¢Â¦ 
319,other_useful_information," earthquakesSF A 1.9 magnitude earthquake occurred 4.97mi ENE of Napa, California. Details "
320,not_related_or_irrelevant, verge The Napa earthquake woke this many Jawbone Up wearers 
321,infrastructure_and_utilities_damage," EdJoyce NapaQuake ruptures water mains &amp; gas lines, 3 critically injured; fires, damaged buildings. "
322,other_useful_information,Earthquake risk makes Californias Diablo Canyon a Fukushima in waiting - The Ecologist - 
323,injured_or_dead_people,Over 120 Injured in Napa Quake 
324,other_useful_information,Residents Report Mysterious Flashes In The Sky During Napa Earthquake... 
325,injured_or_dead_people," _com California earthquake aftermath Buildings destroyed, over 100 injured (VIDEO) "
326,other_useful_information,[Emergency Mgmt
327,caution_and_advice,"R2Pindex --&gt; Quake M 1.4 - 6km NW of The Geysers, California Time2014-08-28 171806 UTC2014-08-2... "
328,infrastructure_and_utilities_damage,"Biggest quakes by magnitude in California California, where a quake and fire devastated the city of San Franc... "
329,other_useful_information, local24austin I talked to a geologist about what a 6.0 magnitude quake like the one in Northern California would be like in the Mid-SoÃ¢â¬Â¦
330,other_useful_information,"TopNews California earthquake reminds vintners, merchants of fragility of Napas success - Washington Post "
331,caution_and_advice,segwaynapa Know someone who experienced property damage in the Napaquake? You may need expert TaxAdvice. 
332,infrastructure_and_utilities_damage, nbcbayarea Meadowbrook Lane in Napa Skaters find upside to quake damage. Video 
333,sympathy_and_emotional_support, OWCalifornia Thoughts and prayers go out to all those affected by yesterdays earthquake in Napa California 
334,other_useful_information,How An Earthquake Will Mess Up Your Sleep A Jawbone Chart Northern Californias worst earthq... 
335,other_useful_information, DiscoveryCanada Scientists had a 10-second warning before a 6.0-magnitude earthquake struck California Sunday. 
336,injured_or_dead_people, ginalimp ÃÂ¤ USA 
337,other_useful_information,"Ã£â¬ÂUSGS BreakingÃ£â¬â M 1.5, 5km SE of Big Bear Lake, California "
338,infrastructure_and_utilities_damage,"Help Desk stories. Power back in Napa, but DSL dark. Took 30 min. to coax my mom to find pwr cord. Quake pulled it out and behind cabinet."
339,donation_needs_or_offers_or_volunteering_services, sfchronicle Will federal aid arrive for napaquake ? 
340,infrastructure_and_utilities_damage,Watch  Downtown Napa Newer Buildings Fared Better Than Old in Quake ABC News Neal Karlinsky tours earthquake damage in the touris...
341,other_useful_information, anitalillie LOVE it. How the Napa earthquake affected Bay Area sleepers. 
342,other_useful_information,"A look at earthquakes impact on California region NAPA, Calif.     (AP) -- A strong earthquake rattled a swa... "
343,not_related_or_irrelevant,Northern California earthquake Blue-collar Vallejo hit hard - SFGate 
344,caution_and_advice,Best place to die in earthquake? Try San Bernardino. How California cities are-and arent-preparing for the Big One 
345,sympathy_and_emotional_support,Our thoughts are with all those affected by the napaquake. Wishing friends &amp; businesses quick recoveries. napaearthquake Napa earthquake
346,caution_and_advice, TimJohnson4 California early warning system gave only 10-second alert before big Napa quake 
347,infrastructure_and_utilities_damage, vickydnguyen Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from nbcbayarea photog Jeremy Carroll 
348,other_useful_information,CaliforniaÃ¢â¬â¢s recent earthquake adds stress to already-stressed fault zone 
349,other_useful_information,"3 yr old Kepler of Napa helping nbcbayarea photog Robert get video of earthquake anchor that saved ""Eye Spy"" office "
350,other_useful_information, UFOcommunity Earthquake Lights Mysterious Flashes Of Light Appear During Napa Earthquake 
351,other_useful_information,USAHeadlines Northern California Quake No Way to Know When Next One Will Hit 
352,other_useful_information, WSJ Northern Californias wine industry rocked by Sundays 6.0-magnitude earthquake 
353,other_useful_information,Aftershock rattles area of California hit by earthquake
354,other_useful_information,news U.S. quake The recovery from the strongest earthquake in 25 years to strike Northern California will be... 
355,infrastructure_and_utilities_damage," ABC7Elex After so much damage from the Napa earthquake, FrankFamilyWine analyzed whats next for winecountry. ABC7 5p "
356,other_useful_information,Napa Valley quake could help forecast big one Ã¢â¬â 5 seconds early 
357,other_useful_information,How much cost your life in an earthquake? Earthquake Detector Alarm 
358,infrastructure_and_utilities_damage,"More updates from the Napa earthquake, where vintners are picking through overturned barrels and smashed bottles toÃ¢â¬Â¦ "
359,injured_or_dead_people,"Magnitude 6.1 Earthquake Strikes Napa Valley, At Least 120 Injured, Tens of Thousands Without Power  ("
360,caution_and_advice, SBSNews State of emergency after quake hits California wine country. 
361,infrastructure_and_utilities_damage,WOW! The damage  DeanCSmith Big Chunk of the MaxwellBridge in Napa Ã¢Å¾Â¤ TVcamera used for scale NapaQuake 
362,other_useful_information,Jawbone UP Data Shows How Many Woke Up During the Napa Earthquake 
363,other_useful_information,What Napa Looks Like After the Quake 
364,other_useful_information,Quake is major test for hard-luck California city 
365,other_useful_information,CitizenÃ¢â¬â¢s drone video shows damage of Napa earthquake - 
366,other_useful_information, DRUDGE_REPO Residents Report Mysterious Flashes In The Sky During Napa Earthquake... 
367,other_useful_information,Wow I get a twitter and two amazing things happen Dr. Who series 8 premiers and a 6.0 Earthquake happens in California! earthquake drwho
368,injured_or_dead_people,Updated Napaquake stats Injuries Nearly 200 Critical injuries 3 Aftershocks 60+ Uninhabitable buildings 33 Homes without water 600
369,other_useful_information,Clean up begins after powerful California earthquake 
370,other_useful_information,The Latest on the Napa Earthquake 
371,injured_or_dead_people,"The 6.0-magnitude earthquake that rocked the Napa Valley in California over the weekend, causing dozens of... "
372,not_related_or_irrelevant,"Skaters Make Best of Napa Earthquake by Shredding Buckled Streets To quote Jurassic Parks esteemed, fictional chaos-theorist Ian Ma..."
373,other_useful_information,Napa earthquake Tech upgrades helped PG&amp;E respond quickly Ã¢â¬â SFGate 
374,other_useful_information, ODPM_TT California earthquake strikes San Francisco Bay area. One of the strongest earthquakes with a magnitude of 6.0... 
375,other_useful_information, heyyouapp California USA Pomona ÃÂ» 
376,not_related_or_irrelevant,California skaters turn quake-damaged roads into playland - ... 
377,not_related_or_irrelevant,California earthquake An Assessment of the Consequences and Preparations for a Catastrophic California Earthquake F 
378,injured_or_dead_people, nbcbayarea Queen of the Valley Medical Center 3 hospital employees were injured in napaquake; 13 patients admitted to hospital out oÃ¢â¬Â¦
379,other_useful_information,BOE announces emergency tax relief for business owners affected by South Napa Earthquake Business owners and... 
380,other_useful_information,6.0-magnitude quake shakes California 
381,other_useful_information," earthquakesSF A 1.5 magnitude earthquake occurred 6.84mi SSE of Livermore, California. Details "
382,other_useful_information," WheresItShaking earthquake M 2.9, Northern California "
383,other_useful_information,California nuclear plant gets thumbs down from expert over quake fears 
384,other_useful_information," earthquakesSF A 1.9 magnitude earthquake occurred 1.86mi W of American Canyon, California. Details "
385,not_related_or_irrelevant, pradeepto XKCD predicted the future! 
